creditscore,age,tenure,numofproducts,hascrcard,isactivemember,estimatedsalary,exited,france,germany,spain,female,male,tenure_age,age_tenure_product
681.0,41.0,9.0,1,1,1,121085.72,0,1,0,0,0,1,0.2195121951219512,369.0
639.0,37.0,2.0,2,0,0,130404.53,0,1,0,0,1,0,0.054054054054054,74.0
583.0,40.0,1.0,1,1,0,115719.87,1,0,1,0,1,0,0.025,40.0
682.0,28.0,6.0,2,1,0,180626.68,0,1,0,0,0,1,0.2142857142857142,168.0
543.0,38.0,2.0,1,1,1,172531.23,1,0,1,0,1,0,0.0526315789473684,76.0
621.0,31.0,3.0,1,1,1,85890.75,0,1,0,0,1,0,0.0967741935483871,93.0
732.0,39.0,10.0,2,1,0,75816.6,0,1,0,0,0,1,0.2564102564102564,390.0
554.0,43.0,1.0,1,0,0,120531.31,1,0,0,1,0,1,0.0232558139534883,43.0
680.0,40.0,2.0,1,1,0,97932.68,0,1,0,0,1,0,0.05,80.0
609.0,33.0,6.0,1,1,0,93718.16,0,0,1,0,0,1,0.1818181818181818,198.0
606.0,57.0,3.0,2,1,1,137720.56,0,1,0,0,0,1,0.0526315789473684,171.0
516.0,36.0,4.0,2,1,1,116537.05,0,0,1,0,1,0,0.1111111111111111,144.0
539.0,32.0,4.0,2,0,0,140179.17,0,1,0,0,0,1,0.125,128.0
627.0,49.0,7.0,3,1,0,92889.73,1,1,0,0,0,1,0.1428571428571428,343.0
588.0,34.0,10.0,2,1,1,79078.91,0,0,0,1,0,1,0.2941176470588235,340.0
850.0,36.0,2.0,2,1,1,108528.96,0,0,0,1,0,1,0.0555555555555555,72.0
724.0,46.0,5.0,1,0,1,77867.62,1,1,0,0,0,1,0.108695652173913,230.0
543.0,28.0,6.0,2,1,1,71682.6,0,0,0,1,1,0,0.2142857142857142,168.0
499.0,22.0,1.0,1,0,0,131372.38,0,1,0,0,1,0,0.0454545454545454,22.0
719.0,51.0,1.0,1,1,1,129912.74,1,1,0,0,1,0,0.0196078431372549,51.0
473.0,30.0,2.0,2,1,1,115217.59,0,1,0,0,0,1,0.0666666666666666,60.0
583.0,31.0,4.0,1,0,1,70954.41,0,1,0,0,0,1,0.1290322580645161,124.0
697.0,31.0,3.0,2,1,0,125918.19,0,1,0,0,0,1,0.0967741935483871,93.0
645.0,38.0,6.0,2,0,0,4400.32,1,1,0,0,1,0,0.1578947368421052,228.0
703.0,34.0,4.0,1,0,1,152417.79,0,1,0,0,0,1,0.1176470588235294,136.0
602.0,34.0,3.0,2,1,1,116052.92,0,0,0,1,0,1,0.088235294117647,102.0
585.0,31.0,9.0,2,0,0,151401.33,0,1,0,0,1,0,0.2903225806451613,279.0
605.0,29.0,5.0,1,1,1,129891.83,0,1,0,0,0,1,0.1724137931034483,145.0
731.0,33.0,8.0,2,1,1,141827.15,0,0,1,0,1,0,0.2424242424242424,264.0
644.0,22.0,6.0,2,1,1,82822.82,0,1,0,0,1,0,0.2727272727272727,132.0
555.0,42.0,5.0,1,0,1,86957.42,1,0,0,1,1,0,0.119047619047619,210.0
627.0,31.0,5.0,1,1,1,82868.34,0,1,0,0,0,1,0.1612903225806451,155.0
699.0,30.0,4.0,1,1,1,126792.39,1,0,0,1,1,0,0.1333333333333333,120.0
549.0,27.0,5.0,1,0,1,116857.76,0,1,0,0,0,1,0.1851851851851851,135.0
573.0,32.0,4.0,1,1,0,23132.73,0,0,1,0,1,0,0.125,128.0
490.0,39.0,4.0,1,1,0,166317.71,0,0,1,0,0,1,0.1025641025641025,156.0
554.0,41.0,7.0,1,1,0,180318.7,1,1,0,0,1,0,0.1707317073170731,287.0
677.0,45.0,2.0,2,1,1,86764.33,0,1,0,0,0,1,0.0444444444444444,90.0
745.0,35.0,6.0,1,1,1,93783.0,0,1,0,0,0,1,0.1714285714285714,210.0
694.0,43.0,1.0,1,1,1,112311.15,0,1,0,0,0,1,0.0232558139534883,43.0
729.0,29.0,1.0,2,1,1,167916.35,0,1,0,0,0,1,0.0344827586206896,29.0
760.0,33.0,8.0,2,0,0,51113.14,0,0,1,0,1,0,0.2424242424242424,264.0
681.0,37.0,4.0,1,1,1,125962.83,0,0,0,1,0,1,0.1081081081081081,148.0
600.0,31.0,5.0,2,1,0,181928.25,0,1,0,0,1,0,0.1612903225806451,155.0
728.0,44.0,6.0,1,1,0,194686.78,0,1,0,0,0,1,0.1363636363636363,264.0
773.0,42.0,7.0,2,1,1,106963.38,0,1,0,0,1,0,0.1666666666666666,294.0
694.0,47.0,1.0,1,0,1,56793.07,0,1,0,0,0,1,0.0212765957446808,47.0
652.0,36.0,3.0,2,0,0,65147.27,0,1,0,0,0,1,0.0833333333333333,108.0
709.0,49.0,10.0,2,1,0,27366.77,1,0,1,0,1,0,0.2040816326530612,490.0
714.0,39.0,3.0,1,1,0,51113.14,1,1,0,0,1,0,0.0769230769230769,117.0
684.0,29.0,6.0,1,1,0,59115.77,0,1,0,0,0,1,0.2068965517241379,174.0
616.0,46.0,4.0,1,1,0,74850.97,1,1,0,0,1,0,0.0869565217391304,184.0
687.0,40.0,8.0,2,1,1,155786.55,0,0,1,0,0,1,0.2,320.0
743.0,32.0,9.0,1,1,1,152298.28,1,0,1,0,0,1,0.28125,288.0
709.0,45.0,3.0,2,1,0,107890.69,1,1,0,0,1,0,0.0666666666666666,135.0
595.0,36.0,5.0,2,0,0,132719.8,0,1,0,0,0,1,0.1388888888888889,180.0
613.0,31.0,8.0,1,1,1,54394.78,0,0,0,1,1,0,0.2580645161290322,248.0
637.0,35.0,8.0,2,1,0,71862.81,0,1,0,0,0,1,0.2285714285714285,280.0
719.0,45.0,5.0,1,1,0,110498.6,0,1,0,0,1,0,0.1111111111111111,225.0
560.0,33.0,9.0,1,1,0,183358.21,0,1,0,0,0,1,0.2727272727272727,297.0
537.0,37.0,10.0,1,1,1,64431.27,0,0,0,1,1,0,0.2702702702702703,370.0
720.0,48.0,5.0,2,1,1,142903.44,1,0,0,1,0,1,0.1041666666666666,240.0
751.0,28.0,9.0,2,1,0,131177.26,0,0,0,1,0,1,0.3214285714285714,252.0
608.0,41.0,9.0,2,0,0,199304.74,0,0,0,1,1,0,0.2195121951219512,369.0
596.0,46.0,2.0,2,0,1,149575.59,1,0,1,0,0,1,0.0434782608695652,92.0
706.0,29.0,4.0,1,1,0,49815.57,0,0,1,0,1,0,0.1379310344827586,116.0
749.0,31.0,5.0,2,1,1,141446.01,0,1,0,0,0,1,0.1612903225806451,155.0
727.0,49.0,2.0,1,0,0,55400.16,1,0,1,0,0,1,0.0408163265306122,98.0
581.0,43.0,2.0,2,1,0,182247.77,0,1,0,0,1,0,0.0465116279069767,86.0
627.0,21.0,6.0,1,1,1,198341.13,0,0,1,0,0,1,0.2857142857142857,126.0
695.0,40.0,3.0,2,1,1,104786.59,0,0,0,1,0,1,0.075,120.0
607.0,30.0,6.0,2,0,0,24207.71,0,0,1,0,1,0,0.2,180.0
729.0,33.0,4.0,2,1,0,79919.13,0,0,0,1,1,0,0.1212121212121212,132.0
674.0,35.0,10.0,1,1,0,56410.53,0,0,1,0,1,0,0.2857142857142857,350.0
758.0,40.0,10.0,2,1,0,178361.48,0,0,1,0,1,0,0.25,400.0
619.0,33.0,7.0,2,1,0,77519.95,0,1,0,0,1,0,0.2121212121212121,231.0
731.0,37.0,7.0,1,1,1,167868.37,0,1,0,0,1,0,0.1891891891891892,259.0
553.0,35.0,7.0,1,1,0,147557.71,1,0,0,1,0,1,0.2,245.0
731.0,26.0,6.0,1,1,0,184524.64,0,1,0,0,0,1,0.2307692307692307,156.0
727.0,38.0,9.0,1,0,1,79633.37,0,0,0,1,0,1,0.2368421052631578,342.0
662.0,33.0,9.0,2,1,0,158887.09,0,1,0,0,0,1,0.2727272727272727,297.0
673.0,40.0,10.0,1,1,0,72993.67,1,0,1,0,0,1,0.25,400.0
518.0,38.0,3.0,2,1,1,162304.59,0,0,1,0,0,1,0.0789473684210526,114.0
544.0,39.0,3.0,1,0,0,117060.2,1,0,1,0,0,1,0.0769230769230769,117.0
726.0,34.0,2.0,2,1,1,146652.19,0,1,0,0,0,1,0.0588235294117647,68.0
774.0,29.0,8.0,1,1,1,47728.0,0,0,0,1,0,1,0.2758620689655172,232.0
498.0,47.0,9.0,1,1,0,69664.35,1,0,0,1,0,1,0.1914893617021276,423.0
632.0,48.0,6.0,1,1,0,127095.14,1,0,1,0,1,0,0.125,288.0
615.0,28.0,8.0,1,0,1,139024.31,0,0,1,0,1,0,0.2857142857142857,224.0
658.0,57.0,4.0,1,0,1,130661.95,1,1,0,0,0,1,0.0701754385964912,228.0
740.0,36.0,8.0,1,0,1,84487.62,1,0,1,0,1,0,0.2222222222222222,288.0
673.0,31.0,2.0,2,0,0,125761.3,0,0,0,1,1,0,0.064516129032258,62.0
753.0,31.0,10.0,1,1,0,165035.17,0,1,0,0,0,1,0.3225806451612903,310.0
634.0,35.0,10.0,1,1,1,82634.41,0,0,0,1,1,0,0.2857142857142857,350.0
803.0,37.0,4.0,1,1,1,26267.54,0,1,0,0,0,1,0.1081081081081081,148.0
648.0,32.0,2.0,1,1,0,113868.4,0,0,1,0,1,0,0.0625,64.0
679.0,32.0,2.0,2,1,0,153769.35,0,1,0,0,0,1,0.0625,64.0
595.0,36.0,1.0,1,1,1,143956.43,0,1,0,0,1,0,0.0277777777777777,36.0
705.0,41.0,8.0,1,1,1,113860.81,1,1,0,0,0,1,0.1951219512195122,328.0
541.0,32.0,8.0,2,0,0,40889.14,0,0,0,1,0,1,0.25,256.0
795.0,33.0,4.0,1,1,1,79577.4,0,1,0,0,0,1,0.1212121212121212,132.0
645.0,32.0,7.0,1,1,0,90591.15,0,0,1,0,0,1,0.21875,224.0
602.0,38.0,9.0,2,1,1,176925.69,0,1,0,0,1,0,0.2368421052631578,342.0
662.0,34.0,3.0,2,1,0,83056.22,1,1,0,0,1,0,0.088235294117647,102.0
746.0,25.0,9.0,2,1,1,88728.47,0,1,0,0,0,1,0.36,225.0
718.0,51.0,4.0,1,1,0,105969.05,1,0,1,0,1,0,0.0784313725490196,204.0
793.0,37.0,2.0,1,1,0,123954.15,0,1,0,0,0,1,0.054054054054054,74.0
633.0,43.0,8.0,1,1,0,130827.88,0,1,0,0,1,0,0.1860465116279069,344.0
591.0,42.0,10.0,2,1,0,171099.22,1,0,1,0,1,0,0.238095238095238,420.0
817.0,40.0,5.0,1,1,0,167033.97,0,1,0,0,1,0,0.125,200.0
696.0,54.0,5.0,1,1,0,130661.47,1,1,0,0,0,1,0.0925925925925925,270.0
677.0,53.0,4.0,1,1,1,125870.52,1,0,1,0,0,1,0.0754716981132075,212.0
661.0,36.0,6.0,2,1,1,162501.65,0,1,0,0,1,0,0.1666666666666666,216.0
735.0,33.0,1.0,1,1,1,108887.44,1,1,0,0,0,1,0.0303030303030303,33.0
676.0,35.0,7.0,2,1,0,98949.85,0,0,0,1,0,1,0.2,245.0
588.0,44.0,3.0,2,1,1,107876.2,0,1,0,0,0,1,0.0681818181818181,132.0
620.0,33.0,7.0,2,0,1,126811.73,0,1,0,0,0,1,0.2121212121212121,231.0
516.0,34.0,1.0,1,1,0,176679.64,0,1,0,0,0,1,0.0294117647058823,34.0
686.0,42.0,3.0,2,0,0,137963.11,0,0,0,1,1,0,0.0714285714285714,126.0
751.0,43.0,6.0,2,1,1,172928.98,0,0,0,1,1,0,0.1395348837209302,258.0
650.0,42.0,3.0,1,1,1,91055.27,0,1,0,0,0,1,0.0714285714285714,126.0
781.0,35.0,1.0,1,1,1,178361.48,0,0,1,0,1,0,0.0285714285714285,35.0
562.0,27.0,1.0,1,0,0,94739.2,0,0,1,0,1,0,0.037037037037037,27.0
641.0,37.0,5.0,2,0,1,137916.39,0,0,0,1,0,1,0.1351351351351351,185.0
682.0,42.0,8.0,2,1,1,142238.54,0,0,0,1,1,0,0.1904761904761904,336.0
679.0,29.0,3.0,1,1,0,177784.06,0,1,0,0,0,1,0.1034482758620689,87.0
703.0,56.0,4.0,1,1,0,82970.69,1,0,0,1,0,1,0.0714285714285714,224.0
675.0,33.0,6.0,2,1,1,52327.57,0,1,0,0,1,0,0.1818181818181818,198.0
561.0,40.0,2.0,2,0,1,72993.65,0,1,0,0,1,0,0.05,80.0
584.0,28.0,7.0,1,1,1,109096.71,0,0,0,1,0,1,0.25,196.0
663.0,31.0,8.0,2,1,1,126565.21,0,0,1,0,0,1,0.2580645161290322,248.0
521.0,29.0,2.0,2,1,1,86372.24,0,1,0,0,0,1,0.0689655172413793,58.0
684.0,40.0,9.0,2,1,1,116471.19,0,1,0,0,1,0,0.225,360.0
564.0,44.0,5.0,1,1,0,47388.41,0,1,0,0,0,1,0.1136363636363636,220.0
714.0,40.0,1.0,2,0,1,72577.33,0,1,0,0,0,1,0.025,40.0
635.0,23.0,4.0,2,0,0,122964.18,0,1,0,0,1,0,0.1739130434782608,92.0
592.0,34.0,9.0,1,0,0,176570.28,0,0,0,1,1,0,0.2647058823529412,306.0
538.0,33.0,5.0,2,1,1,121299.14,0,1,0,0,0,1,0.1515151515151515,165.0
633.0,38.0,6.0,1,1,0,24765.91,0,0,1,0,1,0,0.1578947368421052,228.0
721.0,26.0,9.0,1,0,1,1408.91,0,1,0,0,1,0,0.3461538461538461,234.0
646.0,39.0,5.0,1,1,0,189414.74,0,1,0,0,0,1,0.1282051282051282,195.0
716.0,45.0,1.0,1,0,0,165072.5,1,1,0,0,1,0,0.0222222222222222,45.0
632.0,42.0,7.0,2,0,1,100998.5,0,0,1,0,1,0,0.1666666666666666,294.0
607.0,43.0,3.0,1,1,1,126997.53,0,0,1,0,1,0,0.0697674418604651,129.0
718.0,38.0,6.0,2,1,0,171519.06,0,0,0,1,0,1,0.1578947368421052,228.0
739.0,37.0,8.0,1,1,1,166468.21,0,1,0,0,0,1,0.2162162162162162,296.0
561.0,36.0,9.0,2,1,1,176728.28,0,1,0,0,1,0,0.25,324.0
682.0,43.0,9.0,1,1,0,193318.33,0,1,0,0,1,0,0.2093023255813953,387.0
724.0,41.0,4.0,1,1,1,168822.18,0,0,0,1,1,0,0.0975609756097561,164.0
714.0,50.0,8.0,1,1,1,89938.13,1,1,0,0,1,0,0.16,400.0
694.0,29.0,2.0,2,1,0,143960.72,0,1,0,0,1,0,0.0689655172413793,58.0
614.0,28.0,5.0,2,1,1,184842.21,0,1,0,0,0,1,0.1785714285714285,140.0
633.0,44.0,2.0,2,1,1,24991.92,0,1,0,0,0,1,0.0454545454545454,88.0
656.0,47.0,2.0,2,1,0,36099.7,0,1,0,0,1,0,0.0425531914893617,94.0
709.0,42.0,3.0,1,1,1,76637.38,0,0,1,0,0,1,0.0714285714285714,126.0
678.0,38.0,2.0,2,1,0,37136.15,0,1,0,0,1,0,0.0526315789473684,76.0
671.0,36.0,10.0,2,1,1,92888.52,0,0,0,1,1,0,0.2777777777777778,360.0
625.0,41.0,3.0,2,1,1,110520.51,0,1,0,0,0,1,0.073170731707317,123.0
681.0,28.0,4.0,1,1,0,101319.76,0,1,0,0,0,1,0.1428571428571428,112.0
806.0,30.0,4.0,1,1,0,85028.36,1,0,1,0,0,1,0.1333333333333333,120.0
636.0,31.0,9.0,2,1,1,74641.9,0,1,0,0,1,0,0.2903225806451613,279.0
677.0,31.0,2.0,2,1,1,137028.46,0,0,1,0,1,0,0.064516129032258,62.0
696.0,47.0,2.0,1,1,1,126761.9,0,0,1,0,0,1,0.0425531914893617,94.0
590.0,35.0,9.0,2,0,0,132702.64,0,0,1,0,1,0,0.2571428571428571,315.0
610.0,34.0,5.0,2,1,0,102638.35,0,1,0,0,0,1,0.1470588235294117,170.0
733.0,46.0,7.0,2,1,0,179964.55,1,0,1,0,1,0,0.1521739130434782,322.0
628.0,26.0,8.0,2,1,0,140800.69,0,0,0,1,0,1,0.3076923076923077,208.0
710.0,32.0,3.0,1,1,0,94790.34,1,1,0,0,1,0,0.09375,96.0
624.0,37.0,7.0,2,1,0,157959.39,0,1,0,0,0,1,0.1891891891891892,259.0
781.0,54.0,7.0,1,1,1,153887.93,1,1,0,0,0,1,0.1296296296296296,378.0
700.0,49.0,9.0,1,1,1,9904.63,0,0,1,0,1,0,0.1836734693877551,441.0
739.0,39.0,8.0,2,1,1,155784.91,0,0,0,1,0,1,0.2051282051282051,312.0
774.0,36.0,2.0,2,1,1,168034.9,0,1,0,0,1,0,0.0555555555555555,72.0
585.0,34.0,5.0,2,0,0,80748.91,0,1,0,0,0,1,0.1470588235294117,170.0
565.0,39.0,9.0,2,0,1,176433.5,0,1,0,0,1,0,0.2307692307692307,351.0
663.0,35.0,1.0,2,0,0,164287.86,0,1,0,0,0,1,0.0285714285714285,35.0
652.0,54.0,7.0,1,0,1,94898.1,1,0,1,0,1,0,0.1296296296296296,378.0
683.0,36.0,5.0,2,1,0,104786.59,1,0,0,1,1,0,0.1388888888888889,180.0
625.0,36.0,9.0,1,0,1,121402.53,1,1,0,0,0,1,0.25,324.0
769.0,28.0,4.0,2,1,0,83343.73,0,0,0,1,1,0,0.1428571428571428,112.0
738.0,45.0,2.0,1,1,0,96833.0,1,1,0,0,1,0,0.0444444444444444,90.0
663.0,33.0,8.0,1,1,0,67909.35,0,1,0,0,0,1,0.2424242424242424,264.0
562.0,32.0,3.0,2,1,1,67979.95,0,0,1,0,0,1,0.09375,96.0
579.0,46.0,4.0,2,0,1,143566.35,0,1,0,0,0,1,0.0869565217391304,184.0
720.0,33.0,7.0,2,1,0,82822.84,0,1,0,0,1,0,0.2121212121212121,231.0
727.0,43.0,6.0,2,1,1,140136.1,0,1,0,0,1,0,0.1395348837209302,258.0
640.0,47.0,2.0,2,0,1,13783.77,0,0,1,0,1,0,0.0425531914893617,94.0
719.0,42.0,3.0,2,1,1,113868.4,0,0,0,1,0,1,0.0714285714285714,126.0
753.0,36.0,3.0,2,1,1,123880.19,0,1,0,0,0,1,0.0833333333333333,108.0
744.0,36.0,4.0,2,1,1,93795.86,0,1,0,0,0,1,0.1111111111111111,144.0
589.0,31.0,1.0,2,1,1,118971.85,0,1,0,0,0,1,0.032258064516129,31.0
721.0,47.0,6.0,1,1,0,71594.26,1,1,0,0,0,1,0.1276595744680851,282.0
628.0,38.0,3.0,2,1,0,82970.69,0,1,0,0,1,0,0.0789473684210526,114.0
697.0,35.0,7.0,2,0,0,187718.26,1,0,0,1,1,0,0.2,245.0
582.0,46.0,5.0,2,0,1,5557.88,0,1,0,0,0,1,0.108695652173913,230.0
556.0,39.0,6.0,2,0,0,186648.19,0,1,0,0,1,0,0.1538461538461538,234.0
634.0,27.0,9.0,2,1,0,96429.29,0,1,0,0,1,0,0.3333333333333333,243.0
683.0,38.0,7.0,1,1,1,90878.61,0,1,0,0,1,0,0.1842105263157894,266.0
501.0,34.0,5.0,1,1,0,27380.99,0,1,0,0,1,0,0.1470588235294117,170.0
588.0,32.0,10.0,2,1,1,55324.48,0,1,0,0,1,0,0.3125,320.0
554.0,39.0,10.0,1,1,1,91409.62,1,1,0,0,1,0,0.2564102564102564,390.0
792.0,29.0,9.0,2,1,0,161388.22,0,1,0,0,0,1,0.3103448275862069,261.0
679.0,28.0,6.0,2,1,0,69586.31,0,1,0,0,1,0,0.2142857142857142,168.0
670.0,56.0,7.0,1,0,1,174815.54,1,0,1,0,1,0,0.125,392.0
698.0,43.0,5.0,2,1,0,84760.32,0,0,1,0,1,0,0.1162790697674418,215.0
731.0,34.0,4.0,1,1,1,9663.28,0,0,0,1,0,1,0.1176470588235294,136.0
699.0,41.0,9.0,1,0,1,145477.36,0,1,0,0,1,0,0.2195121951219512,369.0
603.0,32.0,7.0,1,1,1,198055.94,0,1,0,0,1,0,0.21875,224.0
649.0,30.0,3.0,1,1,1,113436.08,0,0,0,1,0,1,0.1,90.0
752.0,35.0,6.0,2,1,1,937.15,0,1,0,0,1,0,0.1714285714285714,210.0
598.0,28.0,4.0,2,1,1,54448.51,0,1,0,0,0,1,0.1428571428571428,112.0
585.0,31.0,2.0,2,0,0,44965.54,0,1,0,0,1,0,0.064516129032258,62.0
743.0,42.0,7.0,2,0,1,50783.1,0,1,0,0,0,1,0.1666666666666666,294.0
627.0,39.0,9.0,2,1,0,141872.05,0,1,0,0,0,1,0.2307692307692307,351.0
594.0,50.0,9.0,1,0,0,14917.09,1,0,1,0,1,0,0.18,450.0
749.0,46.0,5.0,1,0,0,120770.74,1,0,0,1,1,0,0.108695652173913,230.0
633.0,38.0,2.0,1,1,0,41052.82,1,1,0,0,1,0,0.0526315789473684,76.0
593.0,34.0,5.0,2,1,0,198914.8,0,0,0,1,1,0,0.1470588235294117,170.0
687.0,36.0,10.0,2,0,0,125307.87,0,0,0,1,0,1,0.2777777777777778,360.0
584.0,40.0,2.0,1,1,1,78858.25,0,1,0,0,0,1,0.05,80.0
675.0,31.0,7.0,2,1,1,149973.39,0,1,0,0,1,0,0.2258064516129032,217.0
632.0,43.0,5.0,2,1,1,169964.12,0,0,1,0,1,0,0.1162790697674418,215.0
609.0,55.0,3.0,1,0,0,158024.1,1,1,0,0,0,1,0.0545454545454545,165.0
703.0,39.0,2.0,1,1,0,103339.68,0,1,0,0,0,1,0.0512820512820512,78.0
683.0,46.0,2.0,1,1,0,112269.67,1,0,0,1,0,1,0.0434782608695652,92.0
557.0,32.0,7.0,2,1,0,185827.74,0,1,0,0,0,1,0.21875,224.0
711.0,48.0,1.0,2,0,1,28226.15,0,1,0,0,0,1,0.0208333333333333,48.0
659.0,35.0,7.0,2,0,0,46795.07,0,1,0,0,1,0,0.2,245.0
684.0,28.0,5.0,2,1,0,176984.34,0,1,0,0,0,1,0.1785714285714285,140.0
679.0,39.0,9.0,2,0,0,173868.21,1,0,1,0,1,0,0.2307692307692307,351.0
730.0,45.0,8.0,2,0,1,1351.41,0,0,0,1,1,0,0.1777777777777777,360.0
718.0,35.0,5.0,2,1,1,179393.68,0,0,1,0,0,1,0.1428571428571428,175.0
586.0,26.0,4.0,2,1,0,68863.39,0,0,0,1,1,0,0.1538461538461538,104.0
581.0,56.0,6.0,2,1,1,46735.19,0,1,0,0,0,1,0.1071428571428571,336.0
649.0,30.0,7.0,1,1,1,45418.14,0,0,0,1,0,1,0.2333333333333333,210.0
523.0,24.0,4.0,2,0,0,167553.06,0,0,1,0,1,0,0.1666666666666666,96.0
703.0,43.0,2.0,2,0,1,151733.43,0,0,1,0,0,1,0.0465116279069767,86.0
689.0,54.0,1.0,1,1,0,116866.81,1,1,0,0,1,0,0.0185185185185185,54.0
738.0,41.0,9.0,2,0,0,116828.51,0,1,0,0,0,1,0.2195121951219512,369.0
638.0,35.0,3.0,2,1,0,180598.86,0,0,1,0,0,1,0.0857142857142857,105.0
705.0,46.0,8.0,1,1,0,1843.24,1,0,1,0,0,1,0.1739130434782608,368.0
796.0,35.0,9.0,1,0,0,79602.86,0,1,0,0,0,1,0.2571428571428571,315.0
580.0,28.0,1.0,1,1,0,199953.33,0,1,0,0,0,1,0.0357142857142857,28.0
599.0,29.0,6.0,1,1,1,81478.2,0,1,0,0,0,1,0.2068965517241379,174.0
642.0,46.0,6.0,1,1,0,125830.76,1,1,0,0,1,0,0.1304347826086956,276.0
703.0,34.0,2.0,2,1,1,171706.66,0,0,0,1,1,0,0.0588235294117647,68.0
639.0,27.0,5.0,2,1,0,180934.67,0,1,0,0,1,0,0.1851851851851851,135.0
637.0,37.0,9.0,2,1,0,90189.72,0,0,0,1,1,0,0.2432432432432432,333.0
762.0,29.0,9.0,1,1,1,54122.89,0,1,0,0,0,1,0.3103448275862069,261.0
706.0,36.0,6.0,2,1,1,164223.7,0,1,0,0,0,1,0.1666666666666666,216.0
724.0,46.0,6.0,2,1,1,86044.98,0,0,0,1,0,1,0.1304347826086956,276.0
478.0,36.0,9.0,2,1,1,44912.7,0,0,0,1,0,1,0.25,324.0
646.0,49.0,5.0,1,1,0,131301.74,1,0,1,0,0,1,0.1020408163265306,245.0
731.0,39.0,1.0,1,1,0,101382.86,1,0,1,0,0,1,0.0256410256410256,39.0
732.0,35.0,5.0,2,1,0,44965.43,0,0,0,1,0,1,0.1428571428571428,175.0
554.0,33.0,10.0,2,1,0,8991.71,0,0,1,0,0,1,0.303030303030303,330.0
756.0,30.0,6.0,1,1,0,93524.22,0,0,1,0,1,0,0.2,180.0
707.0,33.0,9.0,1,1,0,27341.29,1,1,0,0,1,0,0.2727272727272727,297.0
571.0,34.0,5.0,1,1,0,134871.12,0,1,0,0,0,1,0.1470588235294117,170.0
648.0,35.0,1.0,1,1,1,71433.62,0,1,0,0,1,0,0.0285714285714285,35.0
678.0,40.0,8.0,2,1,1,63981.17,0,0,0,1,1,0,0.2,320.0
683.0,39.0,1.0,2,1,1,24991.92,0,1,0,0,0,1,0.0256410256410256,39.0
552.0,24.0,8.0,2,1,0,140174.45,0,1,0,0,1,0,0.3333333333333333,192.0
592.0,22.0,2.0,2,1,1,126726.33,0,1,0,0,0,1,0.0909090909090909,44.0
667.0,34.0,1.0,2,1,1,187987.01,0,0,0,1,1,0,0.0294117647058823,34.0
729.0,46.0,1.0,1,1,1,84927.42,0,1,0,0,1,0,0.0217391304347826,46.0
582.0,26.0,1.0,2,1,1,86909.8,0,1,0,0,1,0,0.0384615384615384,26.0
671.0,40.0,10.0,2,1,1,116971.19,0,0,0,1,0,1,0.25,400.0
558.0,34.0,9.0,2,1,0,26589.92,0,1,0,0,0,1,0.2647058823529412,306.0
701.0,40.0,7.0,1,0,0,187597.74,1,0,0,1,1,0,0.175,280.0
683.0,51.0,5.0,2,1,0,80428.75,0,1,0,0,1,0,0.0980392156862745,255.0
681.0,41.0,5.0,1,1,1,180551.76,0,0,1,0,1,0,0.1219512195121951,205.0
544.0,39.0,7.0,1,1,0,146885.79,0,0,0,1,0,1,0.1794871794871795,273.0
622.0,34.0,2.0,2,1,1,177784.03,0,0,0,1,0,1,0.0588235294117647,68.0
681.0,37.0,4.0,1,0,1,55775.72,0,1,0,0,0,1,0.1081081081081081,148.0
526.0,30.0,9.0,1,1,0,95957.09,0,1,0,0,0,1,0.3,270.0
686.0,40.0,4.0,2,1,1,131778.58,0,1,0,0,0,1,0.1,160.0
714.0,30.0,6.0,1,1,1,176858.2,0,1,0,0,0,1,0.2,180.0
531.0,51.0,9.0,1,1,1,187632.24,1,0,1,0,1,0,0.1764705882352941,459.0
531.0,47.0,3.0,1,0,0,194998.34,0,0,0,1,0,1,0.0638297872340425,141.0
591.0,31.0,10.0,2,1,1,62996.49,0,1,0,0,1,0,0.3225806451612903,310.0
588.0,51.0,9.0,1,1,1,161304.68,1,1,0,0,1,0,0.1764705882352941,459.0
706.0,34.0,3.0,2,1,1,75732.25,0,1,0,0,1,0,0.088235294117647,102.0
643.0,40.0,9.0,2,0,1,81548.38,0,1,0,0,0,1,0.225,360.0
743.0,40.0,2.0,1,1,0,63795.85,1,0,0,1,1,0,0.05,80.0
707.0,32.0,9.0,2,1,1,126475.79,0,1,0,0,0,1,0.28125,288.0
721.0,36.0,7.0,2,1,0,582.53,0,1,0,0,1,0,0.1944444444444444,252.0
667.0,43.0,1.0,2,1,0,190008.34,0,1,0,0,0,1,0.0232558139534883,43.0
609.0,32.0,6.0,1,1,0,33953.87,0,1,0,0,0,1,0.1875,192.0
741.0,43.0,2.0,2,1,1,60721.4,0,1,0,0,1,0,0.0465116279069767,86.0
637.0,44.0,3.0,2,0,1,177238.35,0,0,1,0,0,1,0.0681818181818181,132.0
642.0,34.0,8.0,2,0,0,151903.6,0,1,0,0,1,0,0.2352941176470588,272.0
581.0,39.0,7.0,1,1,0,175373.46,1,0,1,0,1,0,0.1794871794871795,273.0
706.0,31.0,9.0,2,0,1,95832.34,0,1,0,0,1,0,0.2903225806451613,279.0
702.0,28.0,1.0,2,0,0,94949.84,0,1,0,0,1,0,0.0357142857142857,28.0
